artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670;2018;137.133;hip hop, pop;0.705;1;-5.008
Baby Bash;Baby, I'm Back;219920;2005;100.01;hip hop, pop, R&B, latin;0.365;9;-5.461
Snoop Dogg;Sensual Seduction;245520;2007;120.163;hip hop, pop;0.829;11;-3.973
JAY-Z;Dirt Off Your Shoulder;245173;2003;163.971;hip hop;0.655;1;-7.147
Flo Rida;I Cry;223800;2012;126.035;hip hop, pop;0.822;4;-5.441
Dean Lewis;Be Alright;196373;2018;126.684;pop;0.586;11;-6.319
Westlife;You Raise Me Up;241066;2005;75.048;pop;0.358;10;-6.596
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
Jessica Simpson;With You;191826;2003;94.487;pop, R&B;0.756;0;-4.583
Chingy;Holidae In;314400;2003;153.067;hip hop, pop, R&B;0.791;7;-5.909
Diddy;Come to Me (feat. Nicole Scherzinger);276786;2006;96.998;hip hop, pop;0.485;6;-6.45
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
Kelly Clarkson;My Life Would Suck Without You;211493;2009;144.982;pop, R&B;0.882;9;-4.006
Fort Minor;Where'd You Go (feat. Holly Brook & Jonah Matranga);231866;2005;179.999;hip hop, pop, rock;0.819;1;-3.309
Khalid;Love Lies (with Normani);201707;2018;143.955;pop, R&B;0.648;6;-5.626
Kent Jones;Don't Mind;198236;2016;158.777;hip hop;0.771;8;-4.503
Eve;Let Me Blow Ya Mind;230133;2001;90.032;hip hop, pop, R&B;0.557;8;-4.243
T.I.;What You Know;274333;2006;73.464;hip hop, pop;0.81;11;-4.365
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
Nicky Jam;X;172854;2019;179.968;latin;0.749;9;-5.298
David Guetta;Sexy Bitch (feat. Akon);195853;2010;130.011;hip hop, pop, Dance/Electronic;0.627;11;-5.018
Limp Bizkit;Rollin' (Air Raid Vehicle);213760;2000;96.306;metal;0.933;1;-3.358
The Vamps;Middle Of The Night;174600;2017;130.093;pop;0.749;11;-4.323
Good Charlotte;Lifestyles of the Rich & Famous;190173;2002;106.22;rock, metal;0.93;1;-3.685
Panic! At The Disco;High Hopes;190946;2018;82.014;rock;0.904;5;-2.729
Diddy;I Need a Girl (Pt. 1) [feat. Usher & Loon];268800;2005;89.279;hip hop, pop;0.707;6;-5.758
The Chainsmokers;This Feeling;197946;2018;105.049;pop, Dance/Electronic;0.571;1;-7.906
Foo Fighters;Best of You;255626;2005;130.198;rock, metal;0.94;1;-5.119
Wiz Khalifa;Black and Yellow;217666;2011;164.02;hip hop, pop;0.834;2;-4.524
Faithless;We Come 1 - Radio Edit;222435;2015;135.977;pop, Dance/Electronic;0.903;5;-10.587
Flo Rida;My House;192190;2015;94.006;hip hop, pop;0.702;7;-4.792
Eminem;Not Afraid;248133;2010;114.635;hip hop;0.954;0;-1.19
Rihanna;S&M;243533;2010;127.975;hip hop, pop, R&B;0.682;1;-5.02
Mýa;Case Of The Ex (Whatcha Gonna Do);236906;2000;98.0;pop, R&B;0.688;1;-4.715
Kanye West;Diamonds From Sierra Leone - Remix;233400;2005;97.043;hip hop;0.814;7;-3.768
Post Malone;Wow.;149546;2019;99.96;hip hop;0.539;11;-7.359
Jonas Brothers;Only Human;183000;2019;94.01;pop;0.496;0;-5.883
Sean Kingston;Fire Burning;239986;2009;122.973;hip hop, pop, R&B;0.804;1;-2.513
The Offspring;You're Gonna Go Far, Kid;177826;2008;126.115;rock, pop, metal;0.917;0;-3.159
Katy Perry;Last Friday Night (T.G.I.F.);230746;2012;126.03;pop;0.815;3;-3.796
Plan B;She Said;208853;2010;147.007;Dance/Electronic;0.538;3;-5.85
S Club 7;Have You Ever;201533;2001;139.909;pop;0.702;0;-5.734
Black Eyed Peas;Meet Me Halfway;284373;2009;130.0;hip hop, pop;0.629;11;-6.857
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
Soulja Boy;Turn My Swag On;206333;2008;150.154;hip hop, pop;0.712;3;-3.104
Cherish;Do It To It;226293;2006;74.007;hip hop, pop, R&B;0.67;2;-5.559
Alessia Cara;Here;199453;2016;120.493;pop, R&B;0.822;0;-3.974
Trey Songz;Can't Help but Wait;206413;2007;94.977;hip hop, pop, R&B;0.699;8;-5.564
Jibbs;Chain Hang Low;207586;2006;157.147;hip hop, pop;0.589;4;-6.869
Twista;Slow Jamz;316053;2004;145.115;hip hop, pop, R&B;0.733;2;-5.659
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
The Chainsmokers;Sick Boy;193200;2018;89.996;pop, Dance/Electronic;0.577;11;-7.518
Savage Garden;Crash and Burn;281466;1999;102.03;pop;0.607;4;-8.458
XXXTENTACION;Jocelyn Flores;119133;2017;134.021;hip hop;0.391;0;-9.144
Usher;My Boo;223440;2004;86.412;hip hop, pop, R&B;0.507;5;-8.238
Rihanna;Rude Boy;222920;2009;173.906;hip hop, pop, R&B;0.75;11;-4.496
Jack Ü;Where Are Ü Now (with Justin Bieber);250285;2015;139.432;pop, Dance/Electronic;0.781;4;-4.038
Mustard;Pure Water (with Migos);192470;2019;202.015;hip hop, pop;0.559;0;-5.545
WILLOW;Wait a Minute!;196520;2015;101.003;pop, R&B, Dance/Electronic;0.705;3;-5.279
Taylor Swift;Bad Blood;200106;2015;170.16;pop;0.655;11;-7.388
Snow Patrol;You're All I Have;273333;2006;132.013;World/Traditional, rock, pop;0.921;2;-4.554
Colby O'Donis;What You Got;243013;2008;119.974;hip hop, pop, R&B;0.641;1;-6.718
Nelly Furtado;Turn Off The Light;276106;2000;180.184;hip hop, pop, latin;0.679;2;-6.26
Usher;U Don't Have to Call;269400;2001;100.005;hip hop, pop, R&B;0.568;1;-4.958
Avril Lavigne;I'm with You;223066;2002;151.95;pop;0.406;9;-7.462
Gabrielle;Rise;219093;2001;144.673;pop, R&B;0.481;8;-9.487
Arctic Monkeys;When The Sun Goes Down;202133;2006;169.152;rock;0.875;11;-4.758
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Flo Rida;My House;192190;2015;94.006;hip hop, pop;0.702;7;-4.792
Modjo;Lady - Hear Me Tonight;307153;2001;126.041;Dance/Electronic;0.808;6;-5.627
Jonas Brothers;Burnin' Up;175093;2008;114.03;pop;0.954;2;-3.462
Coldplay;Paradise;278719;2011;139.631;rock, pop;0.585;5;-6.761
Cheat Codes;Sex;228361;2016;102.42;pop, Dance/Electronic;0.692;0;-5.825
Shakira;Whenever, Wherever;196160;2001;107.657;pop, latin;0.832;1;-4.862
Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;293666;2016;87.025;hip hop, pop, R&B;0.808;1;-4.749
Katy Perry;Waking Up In Vegas;199186;2008;130.989;pop;0.878;5;-3.108
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Jagged Edge;Promise;246720;2000;128.002;hip hop, pop, R&B;0.568;5;-5.431
Calvin Harris;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);223413;2017;101.018;hip hop, pop, Dance/Electronic;0.745;11;-3.105
Fuel;Hemorrhage (In My Hands);236866;2000;152.034;rock, pop, metal;0.831;1;-3.894
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Olly Murs;Troublemaker (feat. Flo Rida);185586;2012;106.008;pop, Dance/Electronic;0.863;0;-3.689
Britney Spears;Break the Ice;196053;2007;117.533;pop;0.911;5;-3.866
John Newman;Love Me Again;239894;2013;126.03;set();0.894;2;-4.814
The Pussycat Dolls;When I Grow Up;245680;2008;118.449;pop, R&B;0.685;11;-5.762
*NSYNC;Bye Bye Bye;200560;2000;172.656;pop;0.928;8;-4.806
Robbie Williams;Radio;233600;2004;130.015;pop, rock;0.874;5;-5.409
Ed Sheeran;Take Me Back to London (feat. Stormzy);189733;2019;138.058;pop;0.762;8;-5.513
Maroon 5;Animals;231013;2014;189.868;pop;0.742;4;-6.46
Gavin DeGraw;In Love With a Girl;206000;2008;161.905;pop, Folk/Acoustic;0.906;3;-4.8
B.o.B;Airplanes (feat. Hayley Williams of Paramore);180480;2010;93.033;hip hop, pop;0.867;6;-4.285
Jay Sean;Eyes On You - Radio Mix;190493;2004;96.525;hip hop, pop, R&B;0.672;7;-4.971
David Guetta;When Love Takes Over (feat. Kelly Rowland);191000;2010;129.967;hip hop, pop, Dance/Electronic;0.862;11;-4.614
Rihanna;Needed Me;191600;2016;110.898;hip hop, pop, R&B;0.314;5;-8.091
Benny Benassi;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;285570;2003;130.017;pop, Dance/Electronic;0.698;11;-3.626
Shop Boyz;Party Like A Rock Star;253400;2007;144.972;hip hop, pop;0.709;7;-4.633
Miley Cyrus;Wrecking Ball;221360;2013;119.964;pop;0.422;5;-6.262
Lady A;Just A Kiss;218840;2011;142.881;pop, country;0.639;1;-5.826
Saving Abel;Addicted;222826;2008;138.018;rock, metal;0.864;7;-4.146
Ciara;Get Up (feat. Chamillionaire);261880;2006;128.593;pop, R&B;0.595;1;-6.887
Britney Spears;Oops!...I Did It Again;211160;2000;95.053;pop;0.834;1;-5.444
Ricky Martin;Nobody Wants to Be Lonely (with Christina Aguilera);252706;2008;100.851;pop, latin;0.854;10;-5.02
D12;Purple Pills;304506;2001;125.25;hip hop, pop, rock;0.634;1;-5.941
Black Eyed Peas;Imma Be;257560;2009;92.035;hip hop, pop;0.517;0;-6.963
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
Nelly;Over And Over;253933;2004;169.799;hip hop, pop, R&B;0.517;7;-10.02
The Strokes;Reptilia;219826;2003;158.009;rock;0.649;9;-5.11
Illy;Papercuts (feat. Vera Blue);255889;2016;191.863;hip hop, pop, Dance/Electronic;0.618;6;-6.304
Kanye West;Can't Tell Me Nothing;271600;2007;80.029;hip hop;0.62;5;-6.133
Drake;One Dance;173986;2016;103.967;hip hop, pop, R&B;0.625;1;-5.609
Rihanna;Stay;240706;2012;111.893;hip hop, pop, R&B;0.31;9;-10.164
Ray J;One Wish;337640;2005;127.673;hip hop, pop, R&B;0.652;5;-7.042
Kesha;Take It Off;215200;2010;125.036;pop, Dance/Electronic;0.675;5;-5.292
Keyshia Cole;Love;255333;2005;116.714;hip hop, pop, R&B;0.519;5;-4.285
Dua Lipa;IDGAF;217946;2017;97.028;pop;0.544;7;-5.975
Galantis;Runaway (U & I);227073;2015;126.008;pop, Dance/Electronic;0.805;1;-4.119
Britney Spears;Toxic;198800;2003;143.04;pop;0.838;5;-3.914
"H ""two"" O";What's It Gonna Be (feat. Platnum);207476;2008;139.61;Dance/Electronic;0.9;9;-4.758
G-Eazy;Him & I;268866;2017;87.908;hip hop, pop;0.731;2;-6.343
Creed;My Sacrifice;294600;2001;146.349;pop, rock, metal;0.88;2;-6.035
Cheat Codes;No Promises (feat. Demi Lovato);223503;2017;112.956;pop, Dance/Electronic;0.667;10;-5.445
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Akon;Right Now (Na Na Na);240746;2008;137.982;pop;0.857;8;-4.194
BTS;Boy With Luv (feat. Halsey);229773;2019;119.991;pop;0.862;11;-4.757
Mariah Carey;Touch My Body;204733;2008;78.502;pop, R&B;0.665;4;-7.736
Girls Aloud;Love Machine;205360;2004;116.02;pop, Dance/Electronic;0.95;7;-4.21
Kanye West;Stronger;311866;2007;103.992;hip hop;0.717;10;-7.858
Anastacia;Left Outside Alone;257426;2004;102.847;pop;0.746;2;-3.567
Cardi B;Please Me;200889;2019;133.992;hip hop, pop;0.57;1;-6.711
Felix Jaehn;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);186146;2018;117.971;hip hop, pop, Dance/Electronic;0.566;2;-6.959
Lil Uzi Vert;XO Tour Llif3;182706;2017;155.096;hip hop;0.75;11;-6.366
Westlife;The Rose;219106;2006;109.581;pop;0.203;9;-9.706
Charli Baltimore;Down 4 U;318213;2002;83.133;pop;0.59;7;-7.442
Major Lazer;Light It Up (feat. Nyla & Fuse ODG) - Remix;166138;2015;107.985;hip hop, pop, Dance/Electronic;0.877;9;-3.782
Kiiara;Gold;225882;2015;113.049;rock, pop, Dance/Electronic;0.412;8;-9.343
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Arctic Monkeys;Brianstorm;172866;2007;165.182;rock;0.974;1;-4.706
Dizzee Rascal;Bonkers;177573;2011;126.127;hip hop, pop, Dance/Electronic;0.977;11;-3.34
The Weeknd;Call Out My Name;228373;2018;134.17;pop, R&B;0.593;1;-4.954
Sam Smith;Too Good At Goodbyes;201000;2017;91.873;pop;0.372;5;-8.237
Linkin Park;Numb;185586;2003;110.018;rock, metal;0.863;9;-4.153
Britney Spears;Gimme More;251240;2007;113.324;pop;0.844;2;-3.131
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
Lloyd;You;273133;2007;130.159;hip hop, pop, R&B;0.876;5;-6.008
Khalid;Better;229412;2018;97.565;pop, R&B;0.585;0;-10.332
Marshmello;FRIENDS;202620;2018;95.079;pop, Dance/Electronic;0.88;9;-2.384
Outkast;Hey Ya!;235213;2003;79.526;hip hop, pop;0.974;4;-2.261
Nelly Furtado;Maneater;258893;2006;132.722;hip hop, pop, latin;0.777;6;-4.81
Beyoncé;Best Thing I Never Had;253746;2011;99.099;pop, R&B;0.649;6;-4.062
Sigma;Nobody To Love - Radio Edit;189720;2014;175.001;pop, Dance/Electronic;0.921;8;-3.32
Florence + The Machine;Spectrum (Say My Name) - Calvin Harris Remix;218190;2011;126.092;rock, pop, Dance/Electronic;0.946;11;-3.85
Grouplove;Tongue Tied;218013;2011;112.96;pop, rock, Folk/Acoustic;0.936;3;-5.835
U2;Vertigo;193520;2004;140.083;World/Traditional, rock;0.819;9;-3.974
Far East Movement;Like A G6;216893;2010;124.913;hip hop, pop;0.837;3;-8.126
G-Unit;Wanna Get To Know You;265026;2003;76.91;hip hop, pop;0.826;10;-3.651
Lil Wayne;Right Above It;271946;2010;76.052;hip hop, pop;0.841;3;-4.348
Chris Brown;New Flame (feat. Usher & Rick Ross);244226;2014;141.967;hip hop, pop, R&B;0.629;1;-4.292
Selena Gomez;The Heart Wants What It Wants;227373;2014;83.066;pop;0.789;7;-4.874
Beyoncé;Baby Boy (feat. Sean Paul);244826;2003;91.025;pop, R&B;0.488;1;-9.17
50 Cent;21 Questions;224440;2003;92.729;hip hop, pop;0.813;6;-3.846
Disclosure;Latch;255631;2013;121.985;pop, Dance/Electronic;0.727;1;-5.456
Desiigner;Panda;246761;2016;144.833;hip hop, pop;0.766;10;-4.943
James Blunt;Goodbye My Lover;258653;2005;89.567;pop;0.261;4;-12.591
Plies;Hypnotized (feat. Akon);188493;2007;116.59;hip hop, pop, R&B;0.571;10;-7.421
Rita Ora;I Will Never Let You Down;203466;2014;128.011;hip hop, pop, Dance/Electronic;0.801;4;-3.215
Avril Lavigne;Sk8er Boi;204000;2002;149.937;pop;0.9;0;-4.417
Selena Gomez & The Scene;Love You Like A Love Song;188453;2011;117.009;pop, Dance/Electronic;0.678;1;-3.87
Taylor Swift;Cruel Summer;178426;2019;169.994;pop;0.702;9;-5.707
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Justin Timberlake;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";236001;2016;113.03;pop;0.83;0;-5.715
JAY-Z;Big Pimpin';283066;1999;138.083;hip hop;0.814;11;-6.307
Avril Lavigne;What the Hell;220706;2011;149.976;pop;0.926;6;-3.689
Rihanna;Hard;250600;2009;182.032;hip hop, pop, R&B;0.746;1;-3.599
Fedde Le Grand;Put Your Hands Up for Detroit - Radio Edit;150533;2015;127.919;pop, Dance/Electronic;0.923;7;-4.525
Staind;It's Been Awhile;264706;2001;116.529;rock, metal;0.774;6;-4.054
Toby Keith;As Good As I Once Was;227840;2005;119.075;country;0.87;5;-4.461
Bruno Mars;It Will Rain;257720;2011;150.017;pop;0.835;2;-6.826
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;2016;95.04;pop;0.791;0;-5.194
XXXTENTACION;Moonlight;135090;2018;128.009;hip hop;0.537;9;-5.723
Miley Cyrus;Can't Be Tamed;168213;2010;116.98;pop;0.91;11;-2.919
Lorde;Homemade Dynamite - REMIX;214254;2017;106.996;pop, Dance/Electronic;0.548;0;-4.997
Jeezy;Put On;321293;2008;137.616;hip hop, pop;0.77;9;-6.091
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Flume;Say It;262521;2016;75.255;Dance/Electronic;0.531;3;-6.829
Mary J. Blige;Family Affair;265866;2001;92.887;pop, R&B;0.551;8;-3.75
Ludacris;Stand Up;213760;2003;99.057;hip hop, pop;0.84;6;-4.855
Logic;Everyday;204746;2018;149.908;hip hop, pop;0.741;1;-4.099
The Wanted;All Time Low;205200;2010;134.036;pop, Dance/Electronic;0.615;8;-5.022
Brian McFadden;Almost Here;229826;2004;77.984;set();0.452;9;-7.324
The Script;Superheroes;245466;2014;166.996;pop, rock;0.885;3;-4.121
iann dior;emotions;131213;2019;80.512;hip hop, pop;0.63;9;-6.211
DJ Fresh;Gold Dust - Radio Edit;192446;2010;176.985;pop, Dance/Electronic;0.948;0;-0.74
Backstreet Boys;Show Me the Meaning of Being Lonely;234960;1999;167.998;pop;0.625;6;-5.088
MKTO;Classic;175426;2012;102.071;hip hop, pop;0.791;1;-4.689
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
The Roots;The Seed (2.0);267933;2002;111.121;hip hop;0.957;7;-2.281
The Chainsmokers;Paris;221506;2017;99.99;pop, Dance/Electronic;0.658;2;-6.428
Keri Hilson;Pretty Girl Rock;243920;2010;160.014;pop, R&B;0.87;11;-5.004
Lunay;Soltera - Remix;266086;2019;92.01;pop, latin;0.783;5;-4.271
Ludacris;Southern Hospitality (Featuring Pharrell);300933;2000;95.158;hip hop, pop;0.896;0;-4.719
Alexandra Stan;Mr. Saxobeat;195105;2011;126.976;pop, Dance/Electronic;0.931;11;-4.152
Fifth Harmony;Work from Home (feat. Ty Dolla $ign);214480;2016;105.017;pop;0.585;8;-5.861
Snoop Dogg;Signs;236813;2004;112.955;hip hop, pop;0.713;7;-5.308
JAY-Z;I Just Wanna Love U (Give It 2 Me);227866;2000;98.631;hip hop;0.922;4;-5.125
Gareth Gates;Anyone of Us (Stupid Mistake);227866;2003;106.986;pop;0.72;1;-6.061
Chris Brown;Yeah 3x;241666;2011;130.0;hip hop, pop, R&B;0.882;11;-3.201
Melanie C;I Turn To You;352173;1999;135.205;pop, Dance/Electronic;0.803;1;-5.825
Drake;Jumpman;205879;2015;142.079;hip hop, pop, R&B;0.558;1;-7.448
Enrique Iglesias;Tonight (I'm Fuckin' You);232213;2010;125.953;pop, latin;0.89;0;-3.982
Keane;Is It Any Wonder?;186173;2006;129.352;pop;0.955;11;-2.771
Jessica Simpson;Irresistible;194026;2001;93.013;pop, R&B;0.965;8;-2.771
Calvin Harris;Giant (with Rag'n'Bone Man);229184;2019;122.015;hip hop, pop, Dance/Electronic;0.887;1;-4.311
Flo Rida;Whistle;224653;2012;103.976;hip hop, pop;0.937;0;-5.746
Emma Bunton;What Took You So Long?;241000;2001;118.011;pop;0.772;9;-5.4
Dynoro;In My Mind;184560;2018;125.905;pop, Dance/Electronic;0.77;6;-5.335
Selena Gomez;Good For You;221560;2015;88.928;pop;0.676;5;-6.447
Arctic Monkeys;Do I Wanna Know?;272394;2013;85.03;rock;0.532;5;-7.596
Bobby Shmurda;Hot N*gga;194561;2014;167.879;hip hop, pop;0.51;9;-7.314
Alok;Hear Me Now;192846;2016;121.996;pop, Dance/Electronic;0.43;11;-7.757
Big Tymers;Still Fly;335613;2002;177.928;hip hop, pop;0.607;11;-3.538
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;2002;98.989;pop;0.658;8;-4.481
David Guetta;Bang My Head (feat. Sia & Fetty Wap);193333;2015;108.061;hip hop, pop, Dance/Electronic;0.869;0;-3.697
ZAYN;PILLOWTALK;203686;2016;124.909;pop, Dance/Electronic;0.702;11;-4.271
Fetty Wap;679 (feat. Remy Boyz);196693;2015;190.05;hip hop, pop;0.717;7;-5.738
AJR;Weak;201160;2017;123.98;rock;0.637;5;-4.518
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
Post Malone;Goodbyes (Feat. Young Thug);174960;2019;150.231;hip hop;0.653;5;-3.818
Kanye West;Good Life;207000;2007;82.962;hip hop;0.808;1;-6.881
Skillet;Monster;178013;2009;134.992;rock, pop, metal;0.957;8;-2.336
Normani;Motivation;193837;2019;170.918;pop, R&B;0.887;4;-3.967
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
E-40;U and Dat (feat. T. Pain & Kandi Girl);202720;2006;99.992;hip hop, pop;0.484;6;-7.448
Clean Bandit;Symphony (feat. Zara Larsson);214866;2017;122.95;pop, Dance/Electronic;0.609;0;-4.699
Limp Bizkit;Behind Blue Eyes;269973;2003;120.315;metal;0.489;7;-6.66
Nickelback;If Today Was Your Last Day;249066;2008;89.956;rock, metal;0.911;3;-5.749
Christina Perri;A Thousand Years;285120;2011;139.028;pop;0.407;10;-7.445
Sting;Desert Rose;285960;1999;111.989;rock, pop;0.659;0;-7.92
OneRepublic;Love Runs Out;224226;2014;120.022;pop;0.935;7;-3.752
Calvin Harris;This Is What You Came For (feat. Rihanna);222160;2016;123.962;hip hop, pop, Dance/Electronic;0.927;9;-2.787
Galantis;No Money;189126;2016;126.01;pop, Dance/Electronic;0.916;6;-4.014
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Chris Brown;Ayo;225226;2015;98.031;hip hop, pop, R&B;0.563;6;-5.095
Jessie J;Price Tag;223053;2011;175.015;hip hop, pop;0.831;5;-3.945
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;161240;2002;133.592;pop;0.764;7;-5.076
Avicii;Lonely Together (feat. Rita Ora);181812;2017;102.977;pop, Dance/Electronic;0.666;5;-5.309
Just Jack;Starz In Their Eyes;295933;2006;123.802;Dance/Electronic;0.8;3;-6.731
LeAnn Rimes;I Need You;229826;2001;144.705;pop, country;0.736;7;-7.124
The Weeknd;Can't Feel My Face;213520;2015;107.949;pop, R&B;0.769;9;-5.526
Green Day;21 Guns;321093;2009;159.779;rock;0.742;5;-4.939
Akon;Smack That;212360;2006;118.988;pop;0.743;5;-5.166
Mis-Teeq;All I Want - Sunship Radio Edit;207400;2004;134.079;pop, Dance/Electronic;0.919;9;-3.07
Kanye West;Mercy;329320;2012;139.993;hip hop;0.496;6;-9.381
Lil Nas X;Panini;114893;2019;153.848;hip hop, pop;0.594;5;-6.146
Chris Brown;Turn Up the Music;227973;2012;129.925;hip hop, pop, R&B;0.841;1;-5.792
